,일자,요일,본사정원수,본사휴가자수,본사출장자수,현본사소속재택근무자수,밥,국,메인,중식계
310,2017-05-04,목,2637,1224,41,0.0,밥,들깨미역국,닭갈비,383.0
311,2017-05-08,월,2637,715,130,0.0,밥,고추장찌개,쇠불고기,792.0
312,2017-05-10,수,2637,68,223,0.0,밥,된장찌개,제육볶음,1235.0
313,2017-05-11,목,2637,57,264,0.0,밥,콩가루배추국,낙지볶음,829.0
314,2017-05-12,금,2637,113,289,0.0,밥,옹심이만두떡국,유린기,817.0
315,2017-05-15,월,2637,63,224,0.0,밥,콩비지찌개,돈육꽈리고추볶음,1203.0
316,2017-05-16,화,2637,41,266,0.0,밥,쇠고기샤브국,오징어볶음,890.0
317,2017-05-17,수,2637,46,268,0.0,밥,열무된장국,쇠고기장조림,864.0
318,2017-05-18,목,2637,60,287,0.0,밥,부대찌개,굴비구이,796.0
319,2017-05-19,금,2637,146,305,0.0,밥,새우살미역국,순살양념치킨,662.0
320,2017-05-22,월,2637,63,240,0.0,밥,시금치된장국,제육볶음,1207.0
321,2017-05-23,화,2637,47,257,0.0,밥,소고기국,간장찜닭,889.0
322,2017-05-24,수,2637,49,277,0.0,콩나물밥,김치국,고등어구이,852.0
323,2017-05-25,목,2637,57,290,0.0,밥,들깨시래기국,오리불고기,838.0
324,2017-05-26,금,2637,164,302,0.0,밥,콩나물국,주꾸미떡볶음,597.0
325,2017-05-29,월,2637,88,240,0.0,밥,황태국,소불고기,1193.0
326,2017-05-30,화,2637,57,256,0.0,밥,얼갈이된장국,동파삼겹수육,821.0
327,2017-05-31,수,2637,43,265,0.0,열무보리비빔밥,가쯔오장국,탕수만두,910.0
328,2017-06-01,목,2648,66,265,0.0,밥,오이냉국,등갈비김치찜,914.0
329,2017-06-02,금,2648,165,293,0.0,밥,돈육김치찌개,삼치된장구이,699.0
330,2017-06-05,월,2648,633,150,0.0,밥,근대국,돈육굴소스볶음,760.0
331,2017-06-07,수,2648,75,228,0.0,밥,콩나물국,훈제오리구이,1127.0
332,2017-06-08,목,2648,63,274,0.0,밥,얼갈이된장국,미니채소떡갈비,857.0
333,2017-06-09,금,2648,130,294,0.0,밥,호박잎된장찌개,깐풍기,715.0
334,2017-06-12,월,2648,87,209,0.0,밥,연두부탕,쇠고기숙주볶음,1140.0
335,2017-06-13,화,2648,47,234,0.0,밥,도토리묵냉국,쭈꾸미볶음,916.0
336,2017-06-14,수,2648,55,253,0.0,곤드레밥*강된장,가쯔오장국,치킨핑거,907.0
337,2017-06-15,목,2648,64,268,0.0,밥,쇠고기샤브국,갈치구이,763.0
338,2017-06-16,금,2648,164,305,0.0,밥,아욱된장국,삼겹살구이,644.0
339,2017-06-19,월,2648,102,226,0.0,밥,들깨시래기국,유자청제육볶음,1126.0
340,2017-06-20,화,2648,66,253,0.0,밥,오이지냉국,고등어김치말이,888.0
341,2017-06-21,수,2648,60,269,0.0,카레라이스,유부주머니국,언양식불고기,982.0
342,2017-06-22,목,2648,69,273,0.0,밥,쇠고기미역국,해물누룽지탕,875.0
343,2017-06-23,금,2648,162,290,0.0,밥,나가사끼짬뽕국,닭갈비,609.0
344,2017-06-26,월,2648,112,237,0.0,밥,차돌박이찌개,훈제오리고추장볶음,1147.0
345,2017-06-27,화,2648,59,256,0.0,밥,북어콩나물국,오징어볶음,973.0
346,2017-06-28,수,2648,58,259,0.0,콩나물밥,얼갈이된장국,삼치구이,745.0
347,2017-06-29,목,2648,66,266,0.0,밥,우무묵냉국,갈릭돈까스,814.0
348,2017-06-30,금,2648,188,296,0.0,밥,꼬지어묵탕,매운닭찜,695.0
349,2017-07-03,월,2839,66,214,0.0,밥,콩나물국,짬뽕불고기,1231.0
350,2017-07-04,화,2839,50,247,0.0,밥,배추된장국,낙지볶음,962.0
351,2017-07-05,수,2839,46,260,0.0,짜장덮밥,계란국,유산슬,912.0
352,2017-07-06,목,2839,72,268,0.0,밥,아욱된장국,등갈비김치찜,821.0
353,2017-07-07,금,2839,146,288,0.0,밥,오이냉국,유린기,613.0
354,2017-07-10,월,2839,98,215,0.0,밥,콩나물국,버섯불고기,1084.0
355,2017-07-11,화,2839,62,232,0.0,밥,어묵국,주꾸미떡볶음,866.0
356,2017-07-12,수,2839,69,263,0.0,<초복특식>,삼계탕,밥,918.0
357,2017-07-13,목,2839,79,277,0.0,밥,근대국,돼지갈비찜,765.0
358,2017-07-14,금,2839,209,286,0.0,밥,부대찌개,갈치조림,613.0
359,2017-07-17,월,2839,132,212,0.0,밥,무채국,돈육고추장볶음,1168.0
360,2017-07-18,화,2839,98,239,0.0,밥,열무된장국,간장찜닭,916.0
361,2017-07-19,수,2839,79,259,0.0,김치제육덮밥,맑은국,양장피잡채,830.0
362,2017-07-20,목,2839,90,278,0.0,밥,소고기매운무국,오징어굴소스볶음,750.0
363,2017-07-21,금,2839,206,301,0.0,밥,닭곰탕,미트볼케찹조림,648.0
364,2017-07-24,월,2839,237,211,0.0,밥,어묵탕,콩나물불고기,1119.0
365,2017-07-25,화,2839,214,243,0.0,밥,된장찌개,가자미카레튀김,827.0
366,2017-07-26,수,2839,254,246,0.0,나물비빔밥,미소장국,파스타샐러드,797.0
367,2017-07-27,목,2839,334,240,0.0,밥,콩나물냉국,순살파닭,804.0
368,2017-07-28,금,2839,419,264,0.0,밥,쇠고기샤브국,주꾸미떡볶음,501.0
369,2017-07-31,월,2839,524,156,0.0,밥,연두부탕,쇠고기숙주볶음,945.0
370,2017-08-01,화,2645,466,181,0.0,밥,부대찌개,해물누룽지탕,745.0
371,2017-08-02,수,2645,454,188,0.0,밥,꽃게탕,미니채소떡갈비,799.0
372,2017-08-03,목,2645,451,207,0.0,밥,오이미역냉국,닭오븐구이,776.0
373,2017-08-04,금,2645,544,238,0.0,밥,콩나물국,제육볶음,668.0
374,2017-08-07,월,2645,428,168,0.0,밥,어묵국,쇠고기낙지볶음,1078.0
375,2017-08-08,화,2645,414,207,0.0,밥,미역국,닭갈비,842.0
376,2017-08-09,수,2645,428,210,0.0,밥,도토리묵냉국,수제돈까스,946.0
377,2017-08-10,목,2645,438,228,0.0,밥,돈육김치찌개,갈치구이,777.0
378,2017-08-11,금,2645,566,240,0.0,밥,고추장찌개,돈육보쌈,710.0
379,2017-08-14,월,2645,863,131,0.0,밥,된장찌개,짬뽕불고기,692.0
380,2017-08-16,수,2645,403,180,0.0,밥,쇠고기무국,오징어볶음*소면,973.0
381,2017-08-17,목,2645,357,221,0.0,밥,들깨시래기국,매운닭찜,823.0
382,2017-08-18,금,2645,396,272,0.0,짜장밥,맑은국,해물까스*칠리소스,731.0
383,2017-08-21,월,2645,74,169,0.0,밥,조랭이떡미역국,소고기불고기,1232.0
384,2017-08-22,화,2645,74,213,0.0,밥,해물된장찌개,표고버섯탕수육,1053.0
385,2017-08-23,수,2645,72,215,0.0,곤드레밥*강된장,가쯔오장국,가자미양념찜,953.0
386,2017-08-24,목,2645,78,259,0.0,밥,쇠고기샤브국,주꾸미굴소스볶음,843.0
387,2017-08-25,금,2645,164,310,0.0,밥,알탕,미트볼케찹조림,594.0
388,2017-08-28,월,2645,169,225,0.0,밥,콩나물국,돈육간장불고기,1191.0
389,2017-08-29,화,2645,121,260,0.0,밥,배추된장국,닭갈비,877.0
390,2017-08-30,수,2645,116,270,0.0,산채비빔밥,미소장국,언양식불고기,898.0
391,2017-08-31,목,2645,110,281,0.0,밥,육개장,굴비구이,852.0
392,2017-09-01,금,2642,177,303,0.0,밥,시래기국,훈제오리구이,663.0
393,2017-09-04,월,2642,113,243,0.0,밥,북어국,버섯불고기,1168.0
394,2017-09-05,화,2642,74,265,0.0,밥,연두부탕,등갈비김치찜,924.0
395,2017-09-06,수,2642,69,275,0.0,밥,꽃게탕,마늘치킨,922.0
396,2017-09-07,목,2642,78,279,0.0,밥,쇠고기미역국,오징어볶음*소면,926.0
397,2017-09-08,금,2642,155,305,0.0,밥,열무된장국,동파육,662.0
398,2017-09-11,월,2642,101,203,0.0,밥,시래기된장국,유자청제육볶음,1350.0
399,2017-09-12,화,2642,72,242,0.0,밥,차돌박이찌개,해물누룽지탕,993.0
400,2017-09-13,수,2642,57,253,0.0,카레라이스,미소장국,떡갈비조림,945.0
401,2017-09-14,목,2642,68,291,0.0,밥,고사리육개장,닭찜,860.0
402,2017-09-15,금,2642,198,290,0.0,밥,참치김치찌개,단호박장조림,602.0
403,2017-09-18,월,2642,93,220,0.0,밥,해물순두부찌개,언양식불고기,1214.0
404,2017-09-19,화,2642,49,246,0.0,밥,들깨버섯국,소고기낙지볶음,958.0
405,2017-09-20,수,2642,62,279,0.0,콩나물밥,가쯔오국,감자프리타타,890.0
406,2017-09-21,목,2642,70,280,0.0,밥,쇠고기샤브국,꽁치구이,820.0
407,2017-09-22,금,2642,174,291,0.0,밥,콩가루배추국,순살양념치킨,735.0
408,2017-09-25,월,2642,97,258,0.0,밥,근대국,짬뽕불고기,1099.0
409,2017-09-26,화,2642,81,261,0.0,밥,시래기들깨탕,닭갈비,902.0
410,2017-09-27,수,2642,70,265,0.0,밥,콩나물국,삼겹살구이,1023.0
411,2017-09-28,목,2642,102,263,0.0,밥,차돌박이찌개,매운주꾸미볶음,589.0
412,2017-09-29,금,2642,214,248,0.0,밥,미역국,쇠불고기/잡채,760.0
413,2017-10-10,화,2645,105,209,0.0,밥,아욱국,훈제오리구이,1265.0
414,2017-10-11,수,2645,60,250,0.0,밥,고추장찌개,레몬탕수육,1109.0
415,2017-10-12,목,2645,46,269,0.0,밥,해물된장찌개,닭찜,989.0
416,2017-10-13,금,2645,63,268,0.0,밥,쇠고기무국,오징어볶음*소면,1015.0
417,2017-10-16,월,2645,90,225,0.0,밥,차돌박이찌개,제육볶음,1173.0
418,2017-10-17,화,2645,56,258,0.0,밥,근대국,고등어조림,848.0
419,2017-10-18,수,2645,45,270,0.0,밥,민물새우찌개,수제돈가스,814.0
420,2017-10-19,목,2645,67,282,0.0,밥,새알미역국,유린기,901.0
421,2017-10-20,금,2645,190,301,0.0,밥,쇠고기매운버섯국,해물청경채볶음,533.0
422,2017-10-23,월,2645,116,250,0.0,밥,콩나물국,버섯불고기,1115.0
423,2017-10-24,화,2645,65,258,0.0,밥,배추된장국,쭈꾸미볶음,1037.0
424,2017-10-25,수,2645,75,289,0.0,곤드레밥*강된장,가쯔오장국,갈치조림,786.0
425,2017-10-26,목,2645,101,302,0.0,밥,육개장,치킨핑거,824.0
426,2017-10-27,금,2645,210,309,0.0,밥,시금치국,돼지갈비찜,567.0
427,2017-10-30,월,2645,124,250,0.0,밥,들깨시래기국,닭갈비,1150.0
428,2017-10-31,화,2645,63,290,0.0,밥,근대국,돈삼겹보쌈,955.0
429,2017-11-01,수,2644,63,279,0.0,카레덮밥,맑은국,개성감자만두,815.0
430,2017-11-02,목,2644,53,304,0.0,밥,사골떡국,오징어볶음,854.0
431,2017-11-03,금,2644,173,304,0.0,밥,된장찌개,누룽지탕수육,644.0
432,2017-11-06,월,2644,93,244,0.0,밥,콩가루배추국,짬뽕불고기,1167.0
433,2017-11-07,화,2644,75,268,0.0,밥,오징어국,수제돈까스,943.0
434,2017-11-08,수,2644,60,276,0.0,콩나물밥,미역장국,언양식불고기,780.0
435,2017-11-09,목,2644,90,287,0.0,밥,해물된장찌개,매운닭찜,797.0
436,2017-11-10,금,2644,184,292,0.0,밥,올갱이아욱국,등갈비김치찜,630.0
437,2017-11-13,월,2644,107,240,0.0,밥,시금치국,소고기불고기,1017.0
438,2017-11-14,화,2644,78,269,0.0,밥,새알미역국,돼지갈비찜,924.0
439,2017-11-15,수,2644,87,276,0.0,곤드레밥*간장양념,청양된장찌개,굴비구이,895.0
440,2017-11-16,목,2644,129,283,0.0,밥,북어계란국,찜닭,736.0
441,2017-11-17,금,2644,213,311,0.0,밥,콩비지찌개,미니채소떡갈비,640.0
442,2017-11-20,월,2644,107,237,0.0,밥,차돌박이찌개,오징어볶음,1115.0
443,2017-11-21,화,2644,77,256,0.0,밥,어묵국,순살파닭,954.0
444,2017-11-22,수,2644,64,277,0.0,단호박영양밥,가쯔오장국,돈육칠리강정,817.0
445,2017-11-23,목,2644,122,288,0.0,밥,쇠고기무국,갈치구이,758.0
446,2017-11-24,금,2644,210,303,0.0,밥,꽃게탕,돈육굴소스볶음,563.0
447,2017-11-27,월,2644,132,262,0.0,밥,아욱국,버섯불고기,1065.0
448,2017-11-28,화,2644,112,265,0.0,밥,연두부탕,사천식탕수육,929.0
449,2017-11-29,수,2644,78,261,0.0,나물비빔밥,미소장국,코다리조림,903.0
450,2017-11-30,목,2644,97,267,0.0,밥,들깨시래기국,제육볶음,781.0
451,2017-12-01,금,2665,243,268,0.0,밥,동태탕,찜닭,660.0
452,2017-12-04,월,2665,117,206,0.0,밥,들깨무채국,돈육피망볶음,1142.0
453,2017-12-05,화,2665,60,225,0.0,밥,소고기된장찌개,낙지볶음,939.0
454,2017-12-06,수,2665,78,254,0.0,콩나물밥,유부주머니국,생선까스&탈탈소스,860.0
455,2017-12-07,목,2665,98,270,0.0,밥,봄동된장국,닭볶음탕,740.0
456,2017-12-08,금,2665,169,304,0.0,밥,부대찌개,미트볼케찹조림,682.0
457,2017-12-11,월,2665,93,219,0.0,밥,해물된장찌개,돈육굴소스볶음,1165.0
458,2017-12-12,화,2665,73,237,0.0,밥,차돌박이찌개,해물누룽지탕,884.0
459,2017-12-13,수,2665,67,246,0.0,카레라이스,미소장국,떡갈비조림,978.0
460,2017-12-14,목,2665,105,266,0.0,밥,우거지해장국,명태코다리조림,875.0
461,2017-12-15,금,2665,208,288,0.0,밥,들깨시래기국,표고버섯탕수육,618.0
462,2017-12-18,월,2665,140,230,0.0,밥,오징어국,버섯불고기,1149.0
463,2017-12-19,화,2665,109,269,0.0,밥,달래된장국,주꾸미볶음,715.0
464,2017-12-20,수,2665,108,262,0.0,밥,민물새우찌개,동파육,814.0
465,2017-12-21,목,2665,127,262,0.0,밥,순두부찌개,훈제오리구이,692.0
466,2017-12-22,금,2665,239,270,0.0,밥,콩나물국,간장마늘치킨,565.0
467,2017-12-26,화,2665,267,227,0.0,밥,꽃게탕,언양식불고기,915.0
468,2017-12-27,수,2665,169,255,0.0,밥,쇠고기미역국,오징어볶음,571.0
469,2017-12-28,목,2665,240,260,0.0,밥,아욱된장국,돼지갈비찜,311.0
470,2017-12-29,금,2665,489,242,0.0,밥,어묵국,닭볶음탕,394.0
471,2018-01-02,화,2655,73,102,0.0,밥,사골떡국,한방소갈비찜,1148.0
472,2018-01-03,수,2655,60,207,0.0,곤드레밥*간장양념,청량된장찌개,굴비구이,883.0
473,2018-01-04,목,2655,67,226,0.0,밥,콩가루배추국,제육볶음,893.0
474,2018-01-05,금,2655,152,246,0.0,밥,부대찌개,깐풍기,762.0
475,2018-01-08,월,2655,100,194,0.0,밥,황태국,소불고기,1178.0
476,2018-01-09,화,2655,70,215,0.0,밥,근대국,양파치킨,816.0
477,2018-01-10,수,2655,58,210,0.0,콩나물밥,맑은국,고추잡채*꽃빵,865.0
478,2018-01-11,목,2655,73,238,0.0,밥,봄동된장국,오징어돈육볶음,911.0
479,2018-01-12,금,2655,163,266,0.0,밥,차돌박이찌개,명태코다리강정,679.0
480,2018-01-15,월,2655,112,192,0.0,밥,아욱국,유자청제육볶음,1256.0
481,2018-01-16,화,2655,73,216,0.0,밥,꽃게탕,미니채소떡갈비,1076.0
482,2018-01-17,수,2655,70,223,0.0,나물비빔밥,가쯔오장국,치킨핑거,969.0
483,2018-01-18,목,2655,98,233,0.0,밥,된장찌개,쇠고기장조림,830.0
484,2018-01-19,금,2655,224,275,0.0,밥,육개장,탕수어,654.0
485,2018-01-22,월,2655,103,211,0.0,밥,북어국,쇠고기숙주볶음,1241.0
486,2018-01-23,화,2655,66,230,0.0,밥,시금치된장국,오징어볶음,872.0
487,2018-01-24,수,2655,51,224,0.0,짜장덮밥,맑은국,과일탕수육,845.0
488,2018-01-25,목,2655,57,225,0.0,밥,김치콩나물국,돈육굴소스볶음,754.0
489,2018-01-26,금,2655,166,262,0.0,밥,연두부탕,순살파닭,722.0
490,2018-01-29,월,2655,70,192,0.0,밥,봄동된장국,가래떡돼지갈비찜,1417.0
491,2018-01-30,화,2655,60,216,0.0,밥,어묵국,닭볶음,1054.0
492,2018-01-31,수,2655,56,223,0.0,김치제육덮밥,미소장국,양장피잡채,1138.0
493,2018-02-01,목,2707,73,254,0.0,밥,닭곰탕,매콤미니함박,1002.0
494,2018-02-02,금,2707,153,278,0.0,밥,차돌박이찌개,표고버섯탕수육,760.0
495,2018-02-05,월,2707,76,213,0.0,밥,순두부찌개,돈육볶음,1372.0
496,2018-02-06,화,2707,50,235,0.0,밥,해물된장찌개,쇠고기장조림,1085.0
497,2018-02-07,수,2707,59,253,0.0,콩나물밥,유부주머니국,언양식불고기,1107.0
498,2018-02-08,목,2707,71,273,0.0,밥,열무된장국,동파삼겹수육,984.0
499,2018-02-09,금,2707,149,296,0.0,밥,부대찌개,해물청경채볶음,724.0
500,2018-02-12,월,2707,103,244,0.0,밥,차돌박이찌개,닭갈비,1251.0
501,2018-02-13,화,2707,106,235,0.0,밥,아욱된장국,사천식탕수육,955.0
502,2018-02-14,수,2707,418,159,0.0,밥,떡국,버섯불고기,850.0
503,2018-02-19,월,2707,255,171,0.0,밥,들깨미역국,훈제오리구이,1298.0
504,2018-02-20,화,2707,82,231,0.0,밥,배추된장국,짬뽕불고기,1105.0
505,2018-02-21,수,2707,74,243,0.0,카레덮밥,맑은국,고구마치즈구이,1087.0
506,2018-02-22,목,2707,82,277,0.0,밥,콩나물국,마늘치킨,988.0
507,2018-02-23,금,2707,161,304,0.0,밥,시금치된장국,등갈비김치찜,651.0
508,2018-02-26,월,2707,105,231,0.0,밥,황태국,소고기숙주볶음,1192.0
509,2018-02-27,화,2707,81,263,0.0,밥,아욱된장국,돼지갈비찜,934.0
510,2018-02-28,수,2707,134,278,0.0,곤드레밥*강된장,어묵국,치킨핑거*요거트소스,786.0
511,2018-03-02,금,2714,840,206,0.0,밥,차돌박이된장찌개,조기구이,508.0
512,2018-03-05,월,2714,92,211,0.0,밥,해물순두부찌개,소고기장조림,1355.0
513,2018-03-06,화,2714,54,242,0.0,밥,근대된장국,닭강정,1020.0
514,2018-03-07,수,2714,41,238,0.0,콩나물밥,가쯔오국,삼치구이,1057.0
515,2018-03-08,목,2714,38,268,0.0,밥,홍합탕,오리불고기,973.0
516,2018-03-09,금,2714,123,294,0.0,밥,쇠고기샤브국,주꾸미볶음,716.0
517,2018-03-12,월,2714,69,217,0.0,밥,배추된장국,버섯불고기,1361.0
518,2018-03-13,화,2714,39,249,0.0,밥,쇠고기무국,미트볼케찹조림,997.0
519,2018-03-14,수,2714,56,245,0.0,밥,시금치된장국,탕수어,948.0
520,2018-03-15,목,2714,47,270,0.0,밥,동태탕,닭데리야끼조림,975.0
521,2018-03-16,금,2714,135,302,0.0,밥,얼갈이국,오징어볶음,707.0
522,2018-03-19,월,2714,80,224,0.0,밥,어묵국,돈육간장볶음,1159.0
523,2018-03-20,화,2714,46,246,0.0,밥,된장찌개,해물누룽지탕,1040.0
524,2018-03-21,수,2714,45,263,0.0,밥,쇠고기미역국,닭볶음탕,1092.0
525,2018-03-22,목,2714,56,290,0.0,밥,우거지해장국,코다리강정,899.0
526,2018-03-23,금,2714,174,307,0.0,밥,열무된장국,수제돈까스,759.0
527,2018-03-26,월,2714,125,226,0.0,밥,차돌박이찌개,닭갈비,1276.0
528,2018-03-27,화,2714,52,258,0.0,밥,콩나물국,등갈비김치찜,1005.0
529,2018-03-28,수,2714,45,252,0.0,단호박카레라이스,유부장국,유린기,926.0
530,2018-03-29,목,2714,51,273,0.0,밥,얼큰소고기국,고추잡채*꽃빵,936.0
531,2018-03-30,금,2714,196,296,0.0,밥,참치김치찌개,주꾸미볶음,616.0
532,2018-04-02,월,2714,83,224,0.0,밥,들깨버섯국,소고기낙지볶음,1212.0
533,2018-04-03,화,2714,56,266,0.0,밥,동태매운탕,언양식불고기,800.0
534,2018-04-04,수,2714,64,267,0.0,곤드레밥*강된장,가쯔오장국,닭오븐구이,903.0
535,2018-04-05,목,2714,69,285,0.0,밥,쑥된장국,류산슬,849.0
536,2018-04-06,금,2714,220,295,0.0,밥,수제비국,양념치킨,741.0
537,2018-04-09,월,2714,118,221,0.0,밥,콩나물국,제육볶음,1283.0
538,2018-04-10,화,2714,66,256,0.0,밥,민물새우찌개,소고기장조림,855.0
539,2018-04-11,수,2714,23,239,0.0,밥,아욱국,오징어볶음,804.0
540,2018-04-12,목,2714,40,268,0.0,밥,순두부찌개,코다리양념조림,796.0
541,2018-04-13,금,2714,164,292,0.0,밥,근대국,안동찜닭,652.0
542,2018-04-16,월,2714,84,234,0.0,밥,배추된장국,짬뽕불고기,1195.0
543,2018-04-17,화,2714,39,261,0.0,밥,무채국,훈제오리구이,900.0
544,2018-04-18,수,2714,49,268,0.0,콩나물밥,열무된장국,치킨핑거,922.0
545,2018-04-19,목,2714,98,288,0.0,밥,알탕,돈육간장볶음,846.0
546,2018-04-20,금,2714,194,303,0.0,밥,돈육김치찌개,가자미카레튀김,605.0
547,2018-04-23,월,2714,89,235,0.0,밥,콩나물국,류산슬,1246.0
548,2018-04-24,화,2714,60,274,0.0,밥,쇠고기미역국,깐풍기,940.0
549,2018-04-25,수,2714,66,285,0.0,비빔밥,유부장국,오징어튀김,851.0
550,2018-04-26,목,2714,69,293,0.0,밥,시래기국,닭매운찜,761.0
551,2018-04-27,금,2714,205,304,0.0,밥,순두부찌개,삼겹살구이,674.0
552,2018-04-30,월,2714,646,180,0.0,밥,어묵국,닭데리야끼조림,629.0
553,2018-05-02,수,2721,110,247,0.0,김치제육덮밥,유부장국,양장피잡채,1137.0
554,2018-05-03,목,2721,102,296,0.0,밥,도토리묵냉국,수제돈까스*칠리소스,883.0
555,2018-05-04,금,2721,241,284,0.0,밥,무청된장국,콩나물제육볶음,630.0
556,2018-05-08,화,2721,133,231,0.0,밥,배추된장국,버섯불고기,1225.0
557,2018-05-09,수,2721,86,269,0.0,밥,돈육김치찌개,탕수어,919.0
558,2018-05-10,목,2721,80,291,0.0,밥,근대국,돈육굴소스볶음,763.0
559,2018-05-11,금,2721,183,296,0.0,밥,소고기무국,오징어볶음,602.0
560,2018-05-14,월,2721,100,229,0.0,밥,시금치된장국,훈제오리구이,1229.0
561,2018-05-15,화,2721,64,272,0.0,밥,얼갈이된장국,등갈비김치찜,1004.0
562,2018-05-16,수,2721,58,264,0.0,카레덮밥,맑은국,고구마치즈구이,1031.0
563,2018-05-17,목,2721,71,278,0.0,밥,콩나물국,닭볶음탕,811.0
564,2018-05-18,금,2721,145,302,0.0,밥,차돌박이된장찌개,주꾸미볶음,563.0
565,2018-05-21,월,2721,861,144,0.0,밥,시래기들깨탕,짬뽕불고기,543.0
566,2018-05-23,수,2721,89,246,0.0,곤드레밥*강된장,얼갈이된장국,마늘치킨,1065.0
567,2018-05-24,목,2721,64,281,0.0,밥,조랭이떡국,돼지갈비찜,754.0
568,2018-05-25,금,2721,136,293,0.0,밥,사과오이냉국,꽁치오븐구이,594.0
569,2018-05-28,월,2721,92,221,0.0,밥,미역국,제육볶음,1306.0
570,2018-05-29,화,2721,73,258,0.0,밥,김치찌개,해물청경채볶음,931.0
571,2018-05-30,수,2721,80,281,0.0,콩나물밥,유부장국,수제돈가스,876.0
572,2018-05-31,목,2721,90,283,0.0,밥,오징어국,동파삼겹수육,856.0
573,2018-06-01,월,2728,180,291,0.0,밥,우거지해장국,치킨핑거,649.0
574,2018-06-04,월,2728,158,215,0.0,밥,콩나물국,돈육간장볶음,1211.0
575,2018-06-05,화,2728,163,233,0.0,밥,된장찌개,닭갈비,884.0
576,2018-06-07,목,2728,187,265,0.0,밥,순두부찌개,고추잡채*꽃빵,890.0
577,2018-06-08,금,2728,252,288,0.0,밥,대구매운탕,완자전,631.0
578,2018-06-11,월,2728,153,195,0.0,밥,배추된장국,버섯불고기,1228.0
579,2018-06-12,화,2728,156,234,0.0,밥,육개장,고등어김치말이,905.0
580,2018-06-14,목,2728,190,260,0.0,밥,근대국,순살파닭,936.0
581,2018-06-15,금,2728,234,295,0.0,밥,부대찌개,오징어볶음,639.0
582,2018-06-18,월,2728,87,229,0.0,밥,미역국,훈제오리구이,1069.0
583,2018-06-19,화,2728,68,247,0.0,밥,꽃게탕,삼치데리야끼,952.0
584,2018-06-20,수,2728,73,257,0.0,열무비빔밥,팽이장국,미니채소떡갈비,875.0
585,2018-06-21,목,2728,72,282,0.0,밥,오이냉국,짬뽕불고기,791.0
586,2018-06-22,금,2728,178,305,0.0,밥,닭개장,코다리강정,552.0
587,2018-06-25,월,2728,104,240,0.0,밥,어묵국,닭갈비,1128.0
588,2018-06-26,화,2728,71,243,0.0,밥,돈육김치찌개,류산슬,1012.0
589,2018-06-27,수,2728,66,277,0.0,카레덮밥,가쯔오장국,깐풍육,957.0
590,2018-06-28,목,2728,83,286,0.0,밥,들깨버섯국,매운돼지갈비찜,803.0
591,2018-06-29,금,2728,210,299,0.0,밥,육개장,동태무조림,507.0
592,2018-07-02,월,2704,96,209,0.0,밥,콩나물국,유자청제육볶음,1258.0
593,2018-07-03,화,2704,71,220,0.0,밥,아욱국,소고기장조림,975.0
594,2018-07-04,수,2704,94,237,0.0,곤드레밥*양념장,맑은국,탕수어,791.0
595,2018-07-05,목,2704,93,270,0.0,밥,근대국,닭볶음탕,876.0
596,2018-07-06,금,2704,194,289,0.0,밥,도토리묵냉국,동파삼겹수육,661.0
597,2018-07-09,월,2704,139,228,0.0,밥,고추장찌개,돈육굴소스볶음,1097.0
598,2018-07-10,화,2704,96,251,0.0,밥,쇠고기매운국,훈제오리구이,838.0
599,2018-07-11,수,2704,95,255,0.0,나물비빔밥,미소장국,오징어튀김,894.0
600,2018-07-12,목,2704,102,270,0.0,밥,호박잎된장찌개,깐풍기,764.0
601,2018-07-13,금,2704,200,302,0.0,밥,어묵국,등갈비김치찜,585.0
602,2018-07-16,월,2704,150,199,0.0,밥,된장찌개,소불고기,1061.0
603,2018-07-17,화,2704,111,256,0.0,삼계탕,밥,생야채,1116.0
604,2018-07-18,수,2704,108,254,0.0,콩나물밥,유부장국,해물까스*칠리소스,839.0
605,2018-07-19,목,2704,113,285,0.0,밥,해물순두부찌개,안동찜닭,748.0
606,2018-07-20,금,2704,273,291,0.0,밥,우무콩국,유자청제육볶음,489.0
607,2018-07-23,월,2704,224,223,0.0,밥,어묵국,돈육굴소스볶음,991.0
608,2018-07-24,화,2704,201,232,0.0,밥,우거지해장국,삼치양념구이,886.0
609,2018-07-25,수,2704,226,256,0.0,밥,쇠고기샤브국,유린기,760.0
610,2018-07-26,목,2704,272,265,0.0,밥,오이지냉국,매운돼지갈비찜,714.0
611,2018-07-27,금,2704,403,271,0.0,밥,닭곰탕,주꾸미떡볶음,589.0
612,2018-07-30,월,2704,487,193,0.0,밥,근대국,닭갈비,944.0
613,2018-07-31,화,2704,433,228,0.0,밥,콩나물국,짬뽕불고기,789.0
614,2018-08-01,수,2996,489,209,0.0,카레덮밥,가쯔오장국,떡갈비조림,820.0
615,2018-08-02,목,2996,548,229,0.0,밥,돈육김치찌개,갈치양념조림,631.0
616,2018-08-03,금,2996,665,242,0.0,밥,연두부탕,닭오븐구이,540.0
617,2018-08-06,월,2996,504,158,0.0,밥,콩나물김치국,소불고기,1092.0
618,2018-08-07,화,2996,469,206,0.0,밥,얼갈이된장국,오징어볶음,773.0
619,2018-08-08,수,2996,470,235,0.0,열무보리비빔밥,맑은국,깐풍육,896.0
620,2018-08-09,목,2996,491,227,0.0,밥,미역오이냉국,돈육장조림,821.0
621,2018-08-10,금,2996,562,254,0.0,밥,된장찌개,굴비구이,548.0
