,일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,밥,국,메인,중식계,석식계
270,2017-03-07,화,2627,41,214,455,0.0,참치야채비빔밥,맑은국,수제고로케,994.0,545.0
271,2017-03-08,수,2627,46,233,0,0.0,밥,차돌박이찌개,코다리강정,879.0,518.0
272,2017-03-09,목,2627,55,254,346,0.0,김밥볶음밥,팽이장국,볶음우동,954.0,519.0
273,2017-03-10,금,2627,145,291,63,0.0,밥,미역국,제육볶음,664.0,461.0
274,2017-03-13,월,2627,82,211,449,0.0,밥,육개장,갈치조림,1295.0,596.0
275,2017-03-14,화,2627,46,230,437,0.0,콩나물밥,가쯔오장국,주꾸미볶음,972.0,533.0
276,2017-03-15,수,2627,40,234,0,0.0,밥,북어계란국,등갈비김치찜,961.0,486.0
277,2017-03-16,목,2627,47,259,357,0.0,멸치주먹밥,김치말이국수,훈제오리냉채,951.0,504.0
278,2017-03-17,금,2627,129,299,59,0.0,밥,열무된장국,미니함박조림,625.0,429.0
279,2017-03-20,월,2627,86,207,390,0.0,밥,매운버섯국,누룽지탕수육,1328.0,556.0
280,2017-03-21,화,2627,55,222,454,0.0,베이컨김치볶음밥,미소장국,로제파스타,940.0,647.0
281,2017-03-22,수,2627,53,235,0,0.0,*,,,953.0,0.0
282,2017-03-23,목,2627,62,245,321,0.0,통새우김밥,짬뽕,고구마치즈구이,911.0,557.0
283,2017-03-24,금,2627,181,279,50,0.0,밥,연두부탕,닭강정,644.0,518.0
284,2017-03-27,월,2627,105,242,360,0.0,밥,부대찌개,고등어구이,1114.0,501.0
285,2017-03-28,화,2627,44,248,368,0.0,해물볶음밥,맑은국,비빔메밀국수,970.0,504.0
286,2017-03-29,수,2627,42,237,0,0.0,밥,우거지탕,돈까스,966.0,474.0
287,2017-03-30,목,2627,67,278,223,0.0,충무김밥,유부우동,오징어무침,802.0,497.0
288,2017-03-31,금,2627,147,296,45,0.0,밥,봄동된장국,동태콩나물찜,639.0,420.0
289,2017-04-03,월,2626,81,198,465,0.0,밥,콩비지찌개,가자미카레튀김,1258.0,577.0
290,2017-04-04,화,2626,54,212,418,0.0,참치주먹밥,쌀국수,오징어순대볶음,809.0,535.0
291,2017-04-05,수,2626,63,251,0,0.0,밥,미역장국,유자청돈육볶음,1060.0,391.0
292,2017-04-06,목,2626,65,271,317,0.0,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,897.0,436.0
293,2017-04-07,금,2626,151,291,67,0.0,밥,매운어묵국,순살닭갈비,602.0,431.0
294,2017-04-10,월,2626,81,229,418,0.0,밥,무채국,치즈시즈닝치킨,1218.0,541.0
295,2017-04-11,화,2626,44,234,440,0.0,밥,카레돈까스정식,미소장국,994.0,535.0
296,2017-04-12,수,2626,41,241,0,0.0,밥,순두부찌개,삼치구이,893.0,384.0
297,2017-04-13,목,2626,61,270,318,0.0,유부초밥,잔치국수,수제핫도그,784.0,521.0
298,2017-04-14,금,2626,122,298,55,0.0,밥,청국장찌개,돈육장조림,541.0,402.0
299,2017-04-17,월,2626,82,220,434,0.0,밥,쇠고기무국,고등어조림,1237.0,479.0
300,2017-04-18,화,2626,57,244,405,0.0,나가사끼짬뽕,야채볶음밥,치킨핑거*요거트D,839.0,567.0
301,2017-04-19,수,2626,36,256,0,0.0,밥,닭개장,갈치구이,871.0,408.0
302,2017-04-20,목,2626,44,288,284,0.0,오므라이스,가쯔오장국,떡볶이,713.0,511.0
303,2017-04-21,금,2626,137,307,59,0.0,밥,열무된장국,돈육강정,547.0,353.0
304,2017-04-24,월,2626,76,260,373,0.0,밥,오징어국,쇠고기숙주볶음,1109.0,531.0
305,2017-04-25,화,2626,69,288,336,0.0,멸치주먹밥,양송이스프,토마토스파게티,791.0,510.0
306,2017-04-26,수,2626,45,304,0,0.0,*,,,835.0,0.0
307,2017-04-27,목,2626,61,311,183,0.0,닭갈비볶음밥,어묵국,크림카레우동,788.0,442.0
308,2017-04-28,금,2626,161,310,44,0.0,밥,얼갈이된장국,주꾸미떡볶음,575.0,362.0
309,2017-05-02,화,2637,933,123,88,0.0,밥,순두부찌개,돈육굴소스볶음,525.0,298.0
310,2017-05-04,목,2637,1224,41,45,0.0,야채볶음밥,유부주머니국,미니버거,383.0,262.0
311,2017-05-08,월,2637,715,130,151,0.0,밥,육개장,꽁치오븐구이,792.0,308.0
312,2017-05-10,수,2637,68,223,0,0.0,밥,연두부탕,닭오븐구이,1235.0,500.0
313,2017-05-11,목,2637,57,264,471,0.0,볶음밥/짜장소스,맑은국,사천식탕수육,829.0,501.0
314,2017-05-12,금,2637,113,289,96,0.0,밥,청국장찌개,돼지갈비찜,817.0,507.0
315,2017-05-15,월,2637,63,224,516,0.0,밥,닭개장,가자미카레튀김,1203.0,505.0
316,2017-05-16,화,2637,41,266,486,0.0,꼬마김밥*겨자장,잔치국수,감자만두,890.0,533.0
317,2017-05-17,수,2637,46,268,0,0.0,밥,차돌박이찌개,갈치양념조림,864.0,484.0
318,2017-05-18,목,2637,60,287,343,0.0,밥,옛날돈가스,옥수수스프,796.0,459.0
319,2017-05-19,금,2637,146,305,81,0.0,밥,배추된장국,쇠고기숙주볶음,662.0,414.0
320,2017-05-22,월,2637,63,240,504,0.0,밥,연두부찌개,코다리조림,1207.0,585.0
321,2017-05-23,화,2637,47,257,429,0.0,볶음밥,짬뽕,탕수육,889.0,545.0
322,2017-05-24,수,2637,49,277,0,0.0,밥,꽃게탕,모둠장조림,852.0,387.0
323,2017-05-25,목,2637,57,290,320,0.0,마파두부덮밥,유부장국,수제고로케,838.0,456.0
324,2017-05-26,금,2637,164,302,60,0.0,밥,된장찌개,치즈닭갈비,597.0,462.0
325,2017-05-29,월,2637,88,240,394,0.0,밥,우거지해장국,임연수엿장조림,1193.0,555.0
326,2017-05-30,화,2637,57,256,293,0.0,김밥,맑은국,쫄면야채무침,821.0,579.0
327,2017-05-31,수,2637,43,265,0,0.0,자기계발의날,,,910.0,0.0
328,2017-06-01,목,2648,66,265,317,0.0,주먹밥,단호박스프,로제스파게티,914.0,505.0
329,2017-06-02,금,2648,165,293,77,0.0,밥,새알만두국,팝콘치킨*데리야끼소스,699.0,480.0
330,2017-06-05,월,2648,633,150,174,0.0,밥,감자고추장찌개,탕수어,760.0,306.0
331,2017-06-07,수,2648,75,228,0,0.0,밥,열무된장국,돼지갈비찜,1127.0,549.0
332,2017-06-08,목,2648,63,274,423,0.0,김밥볶음밥,냉모밀국수,야채튀김,857.0,443.0
333,2017-06-09,금,2648,130,294,67,0.0,밥,쇠고기미역국,가자미양념찜,715.0,460.0
334,2017-06-12,월,2648,87,209,529,0.0,밥,된장찌개,돈육강정,1140.0,552.0
335,2017-06-13,화,2648,47,234,451,0.0,참치회덮밥,미소장국,고구마치즈구이,916.0,540.0
336,2017-06-14,수,2648,55,253,0,0.0,밥,알탕,미트볼케찹조림,907.0,408.0
337,2017-06-15,목,2648,64,268,318,0.0,볶음밥,열무김치국수,부추만두,763.0,443.0
338,2017-06-16,금,2648,164,305,62,0.0,밥,참치김치찌개,쇠고기장조림,644.0,383.0
339,2017-06-19,월,2648,102,226,455,0.0,밥,감자국,닭데리야끼조림,1126.0,489.0
340,2017-06-20,화,2648,66,253,429,0.0,충무김밥,미역장국,오징어무침,888.0,508.0
341,2017-06-21,수,2648,60,269,0,0.0,밥,해물된장찌개,고추잡채*꽃빵,982.0,445.0
342,2017-06-22,목,2648,69,273,317,0.0,소고기주먹밥,쌀국수,또띠아피자,875.0,451.0
343,2017-06-23,금,2648,162,290,57,0.0,밥,콩비지찌개,탕수어,609.0,441.0
344,2017-06-26,월,2648,112,237,374,0.0,밥,연두부찌개,탕수육,1147.0,539.0
345,2017-06-27,화,2648,59,256,309,0.0,콩국수,작은밥,탄두리치킨,973.0,575.0
346,2017-06-28,수,2648,58,259,0,0.0,*자기계발의날*,,,745.0,0.0
347,2017-06-29,목,2648,66,266,209,0.0,빠에야,올챙이만두국,웨지감자,814.0,451.0
348,2017-06-30,금,2648,188,296,34,0.0,밥,청국장찌개,장어강정,695.0,370.0
349,2017-07-03,월,2839,66,214,414,0.0,밥,육개장,고등어카레구이,1231.0,501.0
350,2017-07-04,화,2839,50,247,368,0.0,후난식볶음밥,가쯔오장국,닭강정,962.0,432.0
351,2017-07-05,수,2839,46,260,0,0.0,밥,대구찌개,돈육굴소스볶음,912.0,340.0
352,2017-07-06,목,2839,72,268,341,0.0,김밥,잔치국수,수제고로케,821.0,501.0
353,2017-07-07,금,2839,146,288,73,0.0,밥,순두부찌개,해물까스*탈탈소스,613.0,472.0
354,2017-07-10,월,2839,98,215,406,0.0,밥,감자국,사천식탕수육,1084.0,527.0
355,2017-07-11,화,2839,62,232,380,0.0,오므라이스,미소장국,새우또띠아,866.0,444.0
356,2017-07-12,수,2839,69,263,0,0.0,밥,해물된장찌개,모둠장조림,918.0,414.0
357,2017-07-13,목,2839,79,277,311,0.0,유부초밥,김치말이국수,풋고추튀김,765.0,461.0
358,2017-07-14,금,2839,209,286,57,0.0,밥,고추장찌개,미니함박조림,613.0,485.0
359,2017-07-17,월,2839,132,212,424,0.0,밥,꽃게탕,소고기장조림,1168.0,500.0
360,2017-07-18,화,2839,98,239,419,0.0,목살필라프,단호박스프,토마토스파게티,916.0,513.0
361,2017-07-19,수,2839,79,259,0,0.0,밥,호박잎된장찌개,언양식불고기,830.0,457.0
362,2017-07-20,목,2839,90,278,270,0.0,카레라이스,유부장국,해물볶음우동,750.0,429.0
363,2017-07-21,금,2839,206,301,46,0.0,밥,육개장,꽁치구이,648.0,410.0
364,2017-07-24,월,2839,237,211,401,0.0,밥,콩가루배추국,고추잡채*꽃빵,1119.0,486.0
365,2017-07-25,화,2839,214,243,272,0.0,빠에야,냉모밀국수,비빔야채만두,827.0,514.0
366,2017-07-26,수,2839,254,246,0,0.0,가정의날,,,797.0,0.0
367,2017-07-27,목,2839,334,240,221,0.0,마파두부덮밥,미역장국,탕수육,804.0,486.0
368,2017-07-28,금,2839,419,264,46,0.0,밥,닭개장,생선까스*탈탈소스,501.0,459.0
369,2017-07-31,월,2839,524,156,192,0.0,밥,아욱국,돈육씨앗강정,945.0,455.0
370,2017-08-01,화,2645,466,181,320,0.0,김밥볶음밥,잔치국수,훈제오리냉채,745.0,509.0
371,2017-08-02,수,2645,454,188,0,0.0,밥,느타리버섯국,탕수어,799.0,337.0
372,2017-08-03,목,2645,451,207,301,0.0,콩나물밥,가쯔오장국,쇠고기장조림,776.0,401.0
373,2017-08-04,금,2645,544,238,55,0.0,밥,차돌박이찌개,치킨텐더,668.0,354.0
374,2017-08-07,월,2645,428,168,351,0.0,밥,근대국,등갈비김치찜,1078.0,497.0
375,2017-08-08,화,2645,414,207,350,0.0,해물굴소스볶음밥,가쯔오장국,비빔메밀국수,842.0,445.0
376,2017-08-09,수,2645,428,210,0,0.0,밥,뼈해장국,고등어조림,946.0,372.0
377,2017-08-10,목,2645,438,228,292,0.0,멸치주먹밥,물냉면,케이준샐러드,777.0,438.0
378,2017-08-11,금,2645,566,240,66,0.0,밥,오징어국,깐풍기,710.0,393.0
379,2017-08-14,월,2645,863,131,114,0.0,밥,콩가루배추국,양파치킨,692.0,275.0
380,2017-08-16,수,2645,403,180,0,0.0,밥,콩나물국,돼지갈비찜,973.0,433.0
381,2017-08-17,목,2645,357,221,380,0.0,김치볶음밥,어묵우동,미니햄버거,823.0,507.0
382,2017-08-18,금,2645,396,272,61,0.0,밥,해물순두부찌개,유자청제육볶음,731.0,484.0
383,2017-08-21,월,2645,74,169,618,0.0,밥,참치김치찌개,안동찜닭,1232.0,673.0
384,2017-08-22,화,2645,74,213,484,0.0,충무김밥,유부주머니국,오징어무침,1053.0,604.0
385,2017-08-23,수,2645,72,215,0,0.0,밥,청국장찌개,돈육모듬장조림,953.0,537.0
386,2017-08-24,목,2645,78,259,344,0.0,김치주먹밥,콩국수,타코야끼,843.0,489.0
387,2017-08-25,금,2645,164,310,55,0.0,밥,고추장찌개,생선까스*탈탈소스,594.0,354.0
388,2017-08-28,월,2645,169,225,337,0.0,밥,닭곰탕,고등어김치말이,1191.0,514.0
389,2017-08-29,화,2645,121,260,294,0.0,유부초밥,냉모밀국수,깐풍육,877.0,609.0
390,2017-08-30,수,2645,116,270,0,0.0,밥,부대찌개,해물청경채볶음,898.0,395.0
391,2017-08-31,목,2645,110,281,189,0.0,밥,옛날돈까스,브로컬리크림스프,852.0,487.0
392,2017-09-01,금,2642,177,303,45,0.0,*,,,663.0,0.0
393,2017-09-04,월,2642,113,243,416,0.0,밥,콩나물김치국,가자미튀김,1168.0,581.0
394,2017-09-05,화,2642,74,265,390,0.0,닭갈비볶음밥,가쯔오장국,크림카레우동,924.0,518.0
395,2017-09-06,수,2642,69,275,0,0.0,밥,해물된장찌개,돈육굴소스볶음,922.0,503.0
396,2017-09-07,목,2642,78,279,358,0.0,볶음밥/짜장소스,맑은국,고추잡채*꽃빵,926.0,455.0
397,2017-09-08,금,2642,155,305,66,0.0,밥,콩비지찌개,유린기,662.0,494.0
398,2017-09-11,월,2642,101,203,478,0.0,밥,소고기무국,주꾸미굴소스볶음,1350.0,510.0
399,2017-09-12,화,2642,72,242,430,0.0,김밥,잔치국수,야채튀김,993.0,540.0
400,2017-09-13,수,2642,57,253,0,0.0,밥,미역국,돼지갈비찜,945.0,476.0
401,2017-09-14,목,2642,68,291,317,0.0,빠에야,쌀국수,고구마오븐구이,860.0,437.0
402,2017-09-15,금,2642,198,290,70,0.0,밥,된장찌개,돈육간장강정,602.0,454.0
403,2017-09-18,월,2642,93,220,501,0.0,밥,아욱국,후르츠탕수육,1214.0,552.0
404,2017-09-19,화,2642,49,246,432,0.0,충무김밥,나가사끼짬뽕,오징어초무침,958.0,567.0
405,2017-09-20,수,2642,62,279,0,0.0,밥,김치국,해물청경채볶음,890.0,411.0
406,2017-09-21,목,2642,70,280,334,0.0,치킨마요덮밥,꼬지어묵탕,수제칠리핫도그,820.0,546.0
407,2017-09-22,금,2642,174,291,67,0.0,밥,설렁탕,김치전,735.0,490.0
408,2017-09-25,월,2642,97,258,385,0.0,밥,부대찌개*라면사리,갈치구이,1099.0,592.0
409,2017-09-26,화,2642,81,261,342,0.0,참치주먹밥,김치우동,오징어튀김,902.0,573.0
410,2017-09-27,수,2642,70,265,0,0.0,밥,된장찌개,미니함박조림,1023.0,0.0
411,2017-09-28,목,2642,102,263,202,0.0,오므라이스,맑은장국,돈가스또띠아,589.0,473.0
412,2017-09-29,금,2642,214,248,22,0.0,*,,,760.0,0.0
413,2017-10-10,화,2645,105,209,641,0.0,밥,동태찌개,돈육굴소스볶음,1265.0,746.0
414,2017-10-11,수,2645,60,250,0,0.0,후난식볶음밥,잔치국수,새우까스*탈탈소스,1109.0,613.0
415,2017-10-12,목,2645,46,269,1017,0.0,밥,순두부찌개,소고기숙주볶음,989.0,626.0
416,2017-10-13,금,2645,63,268,86,0.0,밥,어묵국,등갈비김치찜,1015.0,628.0
417,2017-10-16,월,2645,90,225,464,0.0,밥,콩나물국,닭오븐구이,1173.0,497.0
418,2017-10-17,화,2645,56,258,453,0.0,목살필라프,단호박스프,로제스파게티,848.0,555.0
419,2017-10-18,수,2645,45,270,0,0.0,밥,얼갈이된장국,소고기모듬장조림,814.0,490.0
420,2017-10-19,목,2645,67,282,341,0.0,산채비빔밥,유부장국,수제고로케,901.0,514.0
421,2017-10-20,금,2645,190,301,53,0.0,밥,된장찌개,코다리강정,533.0,416.0
422,2017-10-23,월,2645,116,250,435,0.0,밥,수제비국,닭강정,1115.0,538.0
423,2017-10-24,화,2645,65,258,400,0.0,볶음밥*자장소스,계란파국,떡볶이,1037.0,439.0
424,2017-10-25,수,2645,75,289,0,0.0,*,,,786.0,0.0
425,2017-10-26,목,2645,101,302,251,0.0,멸치주먹밥,김치국수,소고기퀘사디아,824.0,405.0
426,2017-10-27,금,2645,210,309,57,0.0,밥,콩비지찌개,가자미카레튀김,567.0,327.0
427,2017-10-30,월,2645,124,250,374,0.0,밥,돈육김치찌개,꽁치구이,1150.0,589.0
428,2017-10-31,화,2645,63,290,238,0.0,오므라이스,가쯔오장국,해물까스*탈탈소스,955.0,503.0
429,2017-11-01,수,2644,63,279,0,0.0,밥,순두부찌개,깐풍기,815.0,424.0
430,2017-11-02,목,2644,53,304,333,0.0,통새우김밥,우동,찹쌀순대볶음,854.0,469.0
431,2017-11-03,금,2644,173,304,58,0.0,밥,닭개장,미트볼케찹조림,644.0,406.0
432,2017-11-06,월,2644,93,244,452,0.0,밥,어묵국,소고기장조림,1167.0,451.0
433,2017-11-07,화,2644,75,268,462,0.0,유부초밥,잔치국수,감자치즈오븐구이,943.0,522.0
434,2017-11-08,수,2644,60,276,0,0.0,밥,쇠고기샤브국,해물청경채볶음,780.0,397.0
435,2017-11-09,목,2644,90,287,347,0.0,낙지덮밥,유부장국,동그랑땡전,797.0,414.0
436,2017-11-10,금,2644,184,292,56,0.0,밥,소고기무국,임연수엿장조림,630.0,397.0
437,2017-11-13,월,2644,107,240,525,0.0,밥,연두부탕,훈제오리떡볶음,1017.0,547.0
438,2017-11-14,화,2644,78,269,388,0.0,볶음밥,계란국,짜장면,924.0,515.0
439,2017-11-15,수,2644,87,276,0,0.0,밥,뼈감자탕,해물까스*탈탈소스,895.0,363.0
440,2017-11-16,목,2644,129,283,347,0.0,밥,수제비국,김치두루치기,736.0,437.0
441,2017-11-17,금,2644,213,311,58,0.0,밥,토란탕,주꾸미굴소스볶음,640.0,332.0
442,2017-11-20,월,2644,107,237,517,0.0,밥,알탕,동파삼겹수육,1115.0,569.0
443,2017-11-21,화,2644,77,256,435,0.0,닭갈비볶음밥,쌀국수,수제고로케,954.0,486.0
444,2017-11-22,수,2644,64,277,0,0.0,밥,배추된장국,쇠고기장조림,817.0,424.0
445,2017-11-23,목,2644,122,288,305,0.0,꼬마김밥*겨자장,김치우동,치킨핑거,758.0,433.0
446,2017-11-24,금,2644,210,303,63,0.0,밥,육개장,새우까스*탈탈소스,563.0,378.0
447,2017-11-27,월,2644,132,262,402,0.0,밥,쇠고기미역국,닭갈비,1065.0,483.0
448,2017-11-28,화,2644,112,265,347,0.0,참치주먹밥,짬뽕,고구마그라탕,929.0,517.0
449,2017-11-29,수,2644,78,261,0,0.0,*,,,903.0,0.0
450,2017-11-30,목,2644,97,267,256,0.0,목살필라프,로제파스타/스프,홍시드레싱샐러드,781.0,511.0
451,2017-12-01,금,2665,243,268,136,0.0,밥,열무된장국,수제돈가스,660.0,381.0
452,2017-12-04,월,2665,117,206,868,0.0,밥,김치찌개,유린기,1142.0,625.0
453,2017-12-05,화,2665,60,225,871,0.0,참치회덮밥,미소장국,또띠아피자,939.0,571.0
454,2017-12-06,수,2665,78,254,0,0.0,밥,쇠고기샤브국,꽁치김치찜,860.0,414.0
455,2017-12-07,목,2665,98,270,608,0.0,김밥,잔치국수,타코야끼,740.0,509.0
456,2017-12-08,금,2665,169,304,141,0.0,밥,설렁탕,김치전,682.0,407.0
457,2017-12-11,월,2665,93,219,748,0.0,밥,배추국,쇠고기장조림,1165.0,536.0
458,2017-12-12,화,2665,73,237,604,0.0,김치볶음밥,어묵우동,미니햄버거,884.0,641.0
459,2017-12-13,수,2665,67,246,0,0.0,밥,새알미역국,닭갈비,978.0,430.0
460,2017-12-14,목,2665,105,266,309,0.0,멸치주먹밥,나가사끼짬뽕,소고기퀘사디아,875.0,405.0
461,2017-12-15,금,2665,208,288,48,0.0,밥,올갱이아욱국,등갈비김치찜,618.0,426.0
462,2017-12-18,월,2665,140,230,156,0.0,밥,돈육김치찌개,가자미카레튀김,1149.0,418.0
463,2017-12-19,화,2665,109,269,146,0.0,볶음밥*짜장소스,맑은국,닭오븐구이,715.0,345.0
464,2017-12-20,수,2665,108,262,0,0.0,밥,근대국,고추잡채*꽃빵,814.0,396.0
465,2017-12-21,목,2665,127,262,102,0.0,작은밥,바지락수제비,찹쌀순대볶음,692.0,380.0
466,2017-12-22,금,2665,239,270,34,0.0,밥,황태무채국,유자청제육볶음,565.0,482.0
467,2017-12-26,화,2665,267,227,62,0.0,밥,청국장찌개,돈육계란장조림,915.0,176.0
468,2017-12-27,수,2665,169,255,0,0.0,*,,,571.0,0.0
469,2017-12-28,목,2665,240,260,55,0.0,밥,옛날왕돈까스,크림스프,311.0,245.0
470,2017-12-29,금,2665,489,242,5,0.0,밥,육개장,자반고등어구이,394.0,209.0
471,2018-01-02,화,2655,73,102,301,0.0,밥,대구매운탕,유산슬,1148.0,432.0
472,2018-01-03,수,2655,60,207,0,0.0,밥,홍합탕,사천식탕수육,883.0,441.0
473,2018-01-04,목,2655,67,226,326,0.0,날치알김치볶음밥,어묵우동,새우또띠아,893.0,435.0
474,2018-01-05,금,2655,152,246,58,0.0,밥,연두부탕,순대오징어볶음,762.0,509.0
475,2018-01-08,월,2655,100,194,377,0.0,밥,냉이된장국,등갈비김치찜,1178.0,554.0
476,2018-01-09,화,2655,70,215,298,0.0,목살필라프,옥수수스프,토마토스파게티,816.0,349.0
477,2018-01-10,수,2655,58,210,0,0.0,밥,쇠고기미역국,주꾸미굴소스볶음,865.0,423.0
478,2018-01-11,목,2655,73,238,337,0.0,밥,뼈감자탕,삼치된장구이,911.0,430.0
479,2018-01-12,금,2655,163,266,59,0.0,밥,시래기국,훈제오리구이,679.0,398.0
480,2018-01-15,월,2655,112,192,443,0.0,밥,매운버섯국,굴비구이,1256.0,480.0
481,2018-01-16,화,2655,73,216,405,0.0,김치주먹밥,쌀국수,국물떡볶이,1076.0,523.0
482,2018-01-17,수,2655,70,223,0,0.0,밥,콩나물국,삼겹살구이,969.0,466.0
483,2018-01-18,목,2655,98,233,325,0.0,오므라이스,팽이장국,돈육강정,830.0,472.0
484,2018-01-19,금,2655,224,275,77,0.0,밥,순두부찌개,닭갈비,654.0,419.0
485,2018-01-22,월,2655,103,211,371,0.0,밥,돈육김치찌개,갈치구이,1241.0,492.0
486,2018-01-23,화,2655,66,230,297,0.0,김밥,유부장국,해물볶음우동,872.0,488.0
487,2018-01-24,수,2655,51,224,0,0.0,밥,근대국,안동찜닭,845.0,274.0
488,2018-01-25,목,2655,57,225,261,0.0,야채볶음밥,짬뽕,수제고로케,754.0,513.0
489,2018-01-26,금,2655,166,262,43,0.0,밥,쇠고기샤브국,미트볼케찹조림,722.0,418.0
490,2018-01-29,월,2655,70,192,454,0.0,밥,청국장찌개,류산슬,1417.0,689.0
491,2018-01-30,화,2655,60,216,433,0.0,유부초밥,새우튀김우동,시저샐러드,1054.0,689.0
492,2018-01-31,수,2655,56,223,0,0.0,*,,,1138.0,0.0
493,2018-02-01,목,2707,73,254,401,0.0,후난식볶음밥,잔치국수,돈가스또띠아,1002.0,620.0
494,2018-02-02,금,2707,153,278,88,0.0,밥,알탕,주꾸미굴소스볶음,760.0,503.0
495,2018-02-05,월,2707,76,213,560,0.0,밥,참치김치찌개,꽁치오븐구이,1372.0,673.0
496,2018-02-06,화,2707,50,235,491,0.0,낙지볶음덮밥,팽이장국,야채튀김,1085.0,601.0
497,2018-02-07,수,2707,59,253,0,0.0,밥,시금치된장국,매운닭찜,1107.0,540.0
498,2018-02-08,목,2707,71,273,378,0.0,밥,옛날왕돈까스,옥수수스프,984.0,543.0
499,2018-02-09,금,2707,149,296,86,0.0,밥,감자고추장찌개,유린기,724.0,518.0
500,2018-02-12,월,2707,103,244,476,0.0,밥,육개장,가자미카레튀김,1251.0,541.0
501,2018-02-13,화,2707,106,235,371,0.0,베이컨김치볶음밥,단호박스프,로제파스타,955.0,552.0
502,2018-02-14,수,2707,418,159,0,0.0,밥,쇠고기무국,고추잡채*꽃빵,850.0,0.0
503,2018-02-19,월,2707,255,171,604,0.0,밥,콩비지찌개,명태조림,1298.0,657.0
504,2018-02-20,화,2707,82,231,521,0.0,해물굴소스볶음밥,가쯔오장국,닭오븐구이,1105.0,609.0
505,2018-02-21,수,2707,74,243,0,0.0,밥,우거지해장국,고등어자반찜,1087.0,522.0
506,2018-02-22,목,2707,82,277,400,0.0,볶음밥,김치우동,오징어튀김,988.0,578.0
507,2018-02-23,금,2707,161,304,69,0.0,밥,대구매운탕,돈육장조림,651.0,522.0
508,2018-02-26,월,2707,105,231,491,0.0,밥,쇠고기미역국,닭매운찜,1192.0,585.0
509,2018-02-27,화,2707,81,263,332,0.0,짜장잡채덮밥,계란국,연근/고구마튀김,934.0,438.0
510,2018-02-28,수,2707,134,278,0,0.0,*,,,786.0,0.0
511,2018-03-02,금,2714,840,206,57,0.0,밥,콩나물김치국,돈육굴소스볶음,508.0,349.0
512,2018-03-05,월,2714,92,211,593,0.0,밥,콩나물국,돈육고추장볶음,1355.0,687.0
513,2018-03-06,화,2714,54,242,547,0.0,김밥,잔치국수,해물떡볶이,1020.0,671.0
514,2018-03-07,수,2714,41,238,0,0.0,밥,된장찌개,삼겹살구이,1057.0,600.0
515,2018-03-08,목,2714,38,268,406,0.0,산채비빔밥,유부장국,수제고로케,973.0,553.0
516,2018-03-09,금,2714,123,294,77,0.0,밥,설렁탕,김치전,716.0,580.0
517,2018-03-12,월,2714,69,217,591,0.0,밥,닭개장,갈치구이,1361.0,663.0
518,2018-03-13,화,2714,39,249,556,0.0,김치볶음밥,어묵우동,쇠고기퀘사디아,997.0,639.0
519,2018-03-14,수,2714,56,245,0,0.0,밥,콩비지찌개,유자청돈육볶음,948.0,464.0
520,2018-03-15,목,2714,47,270,359,0.0,작은밥,바지락수제비,사천식탕수육,975.0,489.0
521,2018-03-16,금,2714,135,302,75,0.0,밥,콩나물국,닭갈비,707.0,487.0
522,2018-03-19,월,2714,80,224,503,0.0,밥,부대찌개,고등어구이,1159.0,559.0
523,2018-03-20,화,2714,46,246,445,0.0,오므라이스,가쯔오장국,모둠튀김*칠리소스,1040.0,571.0
524,2018-03-21,수,2714,45,263,0,0.0,밥,연두부탕,돈육장조림,1092.0,482.0
525,2018-03-22,목,2714,56,290,327,0.0,빠에야,쌀국수,웨지감자,899.0,492.0
526,2018-03-23,금,2714,174,307,51,0.0,밥,버섯매운국,새우까스*탈탈소스,759.0,454.0
527,2018-03-26,월,2714,125,226,448,0.0,밥,황태국,소고기숙주볶음,1276.0,604.0
528,2018-03-27,화,2714,52,258,408,0.0,김밥,나가사끼짬뽕,후르츠탕수육,1005.0,599.0
529,2018-03-28,수,2714,45,252,0,0.0,*,,,926.0,0.0
530,2018-03-29,목,2714,51,273,302,0.0,참치회덮밥,미소장국,봄나물튀김,936.0,523.0
531,2018-03-30,금,2714,196,296,43,0.0,밥,시래기국,돼지갈비찜,616.0,466.0
532,2018-04-02,월,2714,83,224,481,0.0,밥,육개장,꽁치오븐구이,1212.0,586.0
533,2018-04-03,화,2714,56,266,438,0.0,멸치주먹밥,잔치국수,훈제오리냉채,800.0,486.0
534,2018-04-04,수,2714,64,267,0,0.0,밥,시금치된장국,동파삼겹수육,903.0,519.0
535,2018-04-05,목,2714,69,285,378,0.0,볶음밥&짜장소스,꼬지어묵탕,케이준치킨샐러드,849.0,569.0
536,2018-04-06,금,2714,220,295,49,0.0,밥,쇠고기샤브국,동태포전,741.0,394.0
537,2018-04-09,월,2714,118,221,523,0.0,밥,소고기매운국,굴비구이,1283.0,588.0
538,2018-04-10,화,2714,66,256,420,0.0,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음,855.0,522.0
539,2018-04-11,수,2714,23,239,0,0.0,밥,꽃게탕,레몬탕수육,804.0,540.0
540,2018-04-12,목,2714,40,268,384,0.0,후난식볶음밥,도토리묵냉국,닭강정,796.0,535.0
541,2018-04-13,금,2714,164,292,45,0.0,밥,어묵국,버섯불고기,652.0,444.0
542,2018-04-16,월,2714,84,234,484,0.0,밥,차돌박이찌개,유린기,1195.0,599.0
